incident_id,restaurant_name,location,city,state,date_reported,date_inspection,authority,finding,finding_categories,action_taken,samples_collected,closure_status,verification_status,source_name,source_type,source_url,evidence_excerpt,last_updated
FS-33EB4A1511,Stepping Up to the Plate: Will India finally manage to clean up its food?,,,,2026-08-29,,,Stepping Up to the Plate: Will India finally manage to clean up its food? - Open Magazine,Pest infestation; Expired food; Adulteration; Labelling / date-marking; Water / ice safety; Poor hygiene / sanitation; Equipment / premises; Licensing / registration,closed; closure; fine; raided; raid,,,News report — corroboration recommended,Open Magazine,Other,https://openthemagazine.com/india/stepping-up-to-the-plate-will-india-finally-manage-to-clean-up-its-food,"India’s Food Safety Reckoning: Raids, Restaurant Closures and the Crackdown on Dirty Kitchens and Analogue Paneer Logo Go Ad-Free Home India World Politics Sports Business Columns Entertainment Art & Culture Books Technology Open Avenues Archives Movies Cover Stories Features Health Digital Stories Logo Home India World Politics Entertainment Sports Logo Home India Stepping Up to the Plate: Will India finally manage to clean up its food? Stepping Up to the Plate: Will India finally manage to clean up its food? Lhendup G Bhutia Last Updated: August 29, 2026, 09:32 IST Share Share An unprecedented crackdown on restaurants and packaged products by a maverick bureaucrat in Maharashtra. Actions e",2026-09-25
FS-91E425C524,"No need for raids, whips in Delhi. Many don’t know the rules, says city FSSAI chief",,,,2026-08-27,,,"No need for raids, whips in Delhi. Many don’t know the rules, says city FSSAI chief - ThePrint",Pest infestation; Expired food; Spoiled / stale food; Labelling / date-marking; Temperature control; Cross-contamination / segregation; Water / ice safety; Poor hygiene / sanitation; Food-handler hygiene; Licensing / registration,raided; raid,,,News report — corroboration recommended,ThePrint,Other,https://theprint.in/feature/around-town/no-need-for-raids-whips-in-delhi-many-dont-know-the-rules-says-city-fssai-chief/3026631/,"No need for raids, whips in Delhi. Many don't know the rules, says city FSSAI chief Politics Ground Reports Opinion National Interest PoV 50-Word Edit Defence Diplomacy India Economy ThePrint On Camera Videos In Pictures Society & Culture Around Town Book Excerpts Vigyapanti The Dating Story Health Science Science Tech World Events Off The Cuff The Speakers Bureau School of Journalism ThePrint Store More Judiciary Education YourTurn Work With Us Campus Voice Search Add ThePrint as a trusted source ✕ Youtube Twitter Instagram Facebook Whatsapp Telegram LinkedIn Friday, September 25, 2026 Celebrating 9 Years Support Our Journalism Politics Ground Reports Opinion National Interest PoV 50-Word E",2026-09-25
FS-EF95865E0A,TG SAFE suspends FSSAI liscense for 4 restaurants in Hyderabad,,,,2026-09-10,,,TG SAFE suspends FSSAI liscense for 4 restaurants in Hyderabad - The Siasat Daily,Pest infestation; Expired food; Spoiled / stale food; Microbial / fungal contamination; Labelling / date-marking; Temperature control; Water / ice safety; Poor hygiene / sanitation; Equipment / premises; Food-handler hygiene; Licensing / registration; Storage / packaging,closed; fine; raid,,,News report — corroboration recommended,The Siasat Daily,Other,https://www.siasat.com/tg-safe-suspends-fssai-liscense-for-4-restaurants-in-hyderabad-3539931/,"TG SAFE suspends FSSAI liscense for 4 restaurants in Hyderabad Hyderabad Telangana India Middle East Entertainment Sports Business Photos Videos Menu Search for Home Hyderabad Telangana India Middle East Entertainment Sports Business Photos Videos Sidebar Siasat.com / News / Hyderabad / TG SAFE suspends FSSAI liscense for 4 restaurants in Hyderabad TG SAFE suspends FSSAI liscense for 4 restaurants in Hyderabad Twenty-one food establishments in Banjara Hills were checked. These include restaurants, bakeries, sweet shops, hotels and hostels. Mir Alamgir | Edited by Veena Nair | Published: 10th September 2026 8:16 pm IST Hyderabad: The Telangana Standards Authority for Food and Essential Drugs",2026-09-25
FS-3A3C4048F4,India Intensifies Food Safety Crackdown With Restaurant Raids and Warning Labels,,,,2026-09-12,,,India Intensifies Food Safety Crackdown With Restaurant Raids and Warning Labels - colombiaone.com,Pest infestation; Expired food; Spoiled / stale food; Adulteration; Labelling / date-marking; Water / ice safety; Poor hygiene / sanitation; Waste / drainage; Equipment / premises; Storage / packaging,inspection; raid,,,News report — corroboration recommended,colombiaone.com,Other,https://colombiaone.com/2026/09/12/india-food-safety-crackdown/,India Intensifies Food Safety Crackdown With Restaurant Raids Facebook Instagram TikTok X Youtube News Politics Culture Travel Business History Food Music World Sports Newsletter About Us Mission ColombiaOne Team Join the Team Terms of Use Privacy Policy Contact Search Crypto News News Culture Travel Business History Politics World Tech Music Food Sports Colombia National Team World Cup 2026 More Facebook Instagram Linkedin TikTok X Youtube Newsletter Newsletter Search News Culture Travel Business History Politics World Tech Music Food Sports Colombia National Team World Cup 2026 Search ColombiaOne.com Food India Intensifies Food Safety Crackdown With Restaurant Raids and Warning Labels Indi,2026-09-25
FS-124AA09C0C,"Food Safety officials raid restaurant, case booked",,,,2026-06-01,,,"Food Safety officials raid restaurant, case booked - The Hindu",Pest infestation; Spoiled / stale food; Water / ice safety; Equipment / premises,seized; raided; raid,,,News report — corroboration recommended,The Hindu,News,https://www.thehindu.com/news/national/andhra-pradesh/food-safety-officials-raid-restaurant-case-booked/article71049887.ece,"Food Safety officials raid restaurant, case booked - The Hindu You are logged in Loading... LOGOUT You don’t have any Active Subscription. Subscribe now Subscribed with another email? Logout and Login with that one. Your active subscription(s) Account subscription benefits alongside Premium Stories, Editorials, Opinions and more. Unlock these with Subscription Products you've access to Additional Subscription Benefits eBooks Webinars Newsletters Games Monthly Digest Account Settings Go to My Account Bookmarks Manage Subscriptions Need help with your subscription? customersupport@thehindu.co.in 1800 102 1878 Weather News September 25, 2026 e-Paper LOGIN Account eBooks Subscribe Search Live No",2026-09-25
FS-56FCCEE0C7,"Bengaluru: More restaurants, including KFC & McDonald's, come under FDA, trigger intense raids on kitchens",,,,2026-08-10,,,"Bengaluru: More restaurants, including KFC & McDonald's, come under FDA, trigger intense raids on kitchens - Deccan Herald",Pest infestation; Water / ice safety; Equipment / premises,inspection; raided; raid,,,News report — corroboration recommended,Deccan Herald,News,https://www.deccanherald.com/india/karnataka/bengaluru/bengaluru-more-restaurants-including-kfc-mcdonalds-come-under-fda-trigger-intense-raids-on-kitchens-4106406,"Bengaluru: More restaurants come under FDA, trigger intense raids on kitchens Subscribe India Karnataka Premium Opinion World Business Sports Video Entertainment Politics Bengaluru Features Health Education Technology DH Brandspot Subscribe Home News Shots Epaper Menu Go Ad Lite Advertisement. Story continues below. Go Ad Lite Home india karnataka bengaluru Bengaluru: More restaurants, including KFC & McDonald's, come under FDA, trigger intense raids on kitchens The hotel kitchens that were raided continue to function. But the department has issued notices. Amullya Shivashankar Last Updated : 11 August 2026, 03:37 IST Story continues below. Go Ad Lite Join Us Prefer Comments International fo",2026-09-25
FS-1F5FFD65C7,"AHAR challenges Maharashtra FDA crackdown, to approach FSSAI and Union Health Ministry",,,,2026-08-05,,,"AHAR challenges Maharashtra FDA crackdown, to approach FSSAI and Union Health Ministry - Mid-Day",Pest infestation,raid,,,News report — corroboration recommended,Mid-Day,Other,https://www.mid-day.com/mumbai/mumbai-news/article/fda-crackdown-sparks-fresh-face-off-with-maharashtras-hotel-industry-23643210,"Maharashtra FDA crackdown sparks row as AHAR moves FSSAI, Union Health Ministry Home / Mumbai / Mumbai News / Article / AHAR challenges Maharashtra FDA crackdown, to approach FSSAI and Union Health Ministry AHAR challenges Maharashtra FDA crackdown, to approach FSSAI and Union Health Ministry Updated On: 05 August, 2026 08:11 AM IST | Mumbai | Abhitash Singh A fresh dispute has erupted between Maharashtra's FDA and the hotel industry after the regulator intensified action against food safety violations. AHAR plans to approach the FSSAI and the Union Health Ministry, questioning whether some recent FDA notifications are in line with the Food Safety and Standards Act, 2006 Listen to this artic",2026-09-25
FS-EA83BB8715,"Cockroaches, rotten food, open bins: 4 Bhopal restaurants fail safety checks",,,,2026-09-18,,,"Cockroaches, rotten food, open bins: 4 Bhopal restaurants fail safety checks - India Today",Pest infestation; Expired food; Spoiled / stale food; Water / ice safety; Poor hygiene / sanitation; Waste / drainage; Equipment / premises; Medical / training records; Licensing / registration; Storage / packaging,destroyed; inspection; raid,,,News report — corroboration recommended,India Today,Other,https://www.indiatoday.in/cities/bhopal/story/bhopal-food-safety-raids-cockroaches-expired-food-filth-open-dustbins-four-restaurants-2997296-2026-09-18,"Bhopal food safety raids find cockroaches, expired food, open dustbins, filth at four restaurants - Bhopal News | India Today India Today Aaj Tak India Today Hindi NewsTak GNTTV Lallantop Business Today Bangla Malayalam Northeast BT Bazaar Harper's Bazaar Sports Tak Astro Tak Gaming Brides Today Cosmopolitan Kisan Tak Reader’s Digest India Today Aaj Tak India Today Hindi NewsTak GNTTV Lallantop Business Today Bangla Malayalam Northeast Magazine Live TV Search SEARCH SIGN IN Edition IN IN US Home TV Live TV Primetime Magazine Latest Edition Insight Best Colleges India Today Hindi Jobs India Business All Business News Share Market IPO Personal Finance Companies Life+Style Puzzles South Global",2026-09-25
FS-1567370D5D,"Ahead of festive season, food safety crackdown widens across India; restaurants, adulteration, spirits on target",,,,2026-08-18,,,"Ahead of festive season, food safety crackdown widens across India; restaurants, adulteration, spirits on target - The Statesman",Pest infestation; Spoiled / stale food; Adulteration; Water / ice safety,seized; destroyed; inspection,,,News report — corroboration recommended,The Statesman,Other,https://www.thestatesman.com/india/ahead-of-festive-season-food-safety-crackdown-widens-across-india-restaurants-adulteration-spirits-on-target-1503628742.html,"Ahead of festive season, food safety crackdown widens across India; restaurants, adulteration, spirits on target - The Statesman All Sections Home India World Business Sports Entertainment Opinion Law Lifestyle Dainik Statesman More Web Stories Technology Exclusive Interviews Features Photo Videos Cities Travel Education Law Epaper Bhubaneswar Delhi Kolkata Siliguri Dainik Statesman Home India World Business Sports Entertainment Opinion Law Lifestyle Dainik Statesman More Web Stories Technology Exclusive Interviews Features Photo Videos Cities Travel Education Law Epaper Bhubaneswar Delhi Kolkata Siliguri Dainik Statesman Home India World Business Sports Entertainment Opinion Law Lifestyle D",2026-09-25
FS-95DD092C62,Food Safety Shock in Jamshedpur: Samples from 12 Popular Hotels and Food Outlets Fail Quality Tests,,,,2026-07-14,,,Food Safety Shock in Jamshedpur: Samples from 12 Popular Hotels and Food Outlets Fail Quality Tests - The Avenue Mail,Pest infestation; Adulteration; Water / ice safety,prosecution; samples collected; inspection; raid,,,News report — corroboration recommended,The Avenue Mail,Other,https://avenuemail.in/food-safety-shock-in-jamshedpur-samples-from-12-popular-hotels-and-food-outlets-fail-quality-tests/,"Food Safety Shock in Jamshedpur: Samples from 12 Popular Hotels and Food Outlets Fail Quality Tests | The Avenue Mail Home National State Politics Opinion Entertainment / Sports Utility Videos Epaper Search September 25, 2026 2:40 pm Home National State Politics Opinion Entertainment / Sports Utility Videos Epaper Search Home National State Politics Opinion Entertainment / Sports Utility Videos Epaper Search Home Jamshedpur Jamshedpur News Top Food Safety Shock in Jamshedpur: Samples from 12 Popular Hotels and Food Outlets Fail Quality Tests By News Desk Tuesday, 14 July 2026, 10:57:14 IST 0 Facebook WhatsApp X Telegram Food Safety Shock in Jamshedpur: Samples from 12 Popular Hotels and Food",2026-09-25
FS-17EE015E0E,50% of food samples collected by Food Safety department officials found to be unsafe,,,,2025-11-07,,,50% of food samples collected by Food Safety department officials found to be unsafe - The Hindu,Pest infestation; Spoiled / stale food; Adulteration; Water / ice safety; Waste / drainage; Equipment / premises,seized; prosecution; samples collected; raid,,,News report — corroboration recommended,The Hindu,News,https://www.thehindu.com/news/national/andhra-pradesh/50-of-food-samples-collected-by-food-safety-department-officials-found-to-be-unsafe/article70252244.ece,"50% of food samples collected by Food Safety department officials found to be unsafe - The Hindu You are logged in Loading... LOGOUT You don’t have any Active Subscription. Subscribe now Subscribed with another email? Logout and Login with that one. Your active subscription(s) Account subscription benefits alongside Premium Stories, Editorials, Opinions and more. Unlock these with Subscription Products you've access to Additional Subscription Benefits eBooks Webinars Newsletters Games Monthly Digest Account Settings Go to My Account Bookmarks Manage Subscriptions Need help with your subscription? customersupport@thehindu.co.in 1800 102 1878 Weather News September 22, 2026 e-Paper LOGIN Accou",2026-09-25
FS-5FF1FBC59F,Hyderabad ranks lowest food hygiene standards among major cities,,,,2026-06-20,,,Hyderabad ranks lowest food hygiene standards among major cities - The Siasat Daily,Pest infestation; Water / ice safety; Poor hygiene / sanitation; Licensing / registration; Storage / packaging,inspection; raid,,,News report — corroboration recommended,The Siasat Daily,Other,https://www.siasat.com/hyderabad-ranks-lowest-food-hygiene-standards-among-major-cities-3493145/,Hyderabad ranks lowest food hygiene standards among major cities Hyderabad Telangana India Middle East Entertainment Sports Business Photos Videos Menu Search for Home Hyderabad Telangana India Middle East Entertainment Sports Business Photos Videos Sidebar Siasat.com / News / Hyderabad / Hyderabad ranks lowest food hygiene standards among major cities Hyderabad ranks lowest food hygiene standards among major cities Officials of the food safety department attributed the poor performance to a lack of interest among the hotel or restaurant owners. News Desk Follow on Twitter | Edited by Khadija Irfan Rahim | Published: 20th June 2026 9:06 pm IST Representative Image Hyderabad: Telangana’s Hyde,2026-09-25
FS-F908D4BB03,"Rat in Blinkit freezer, spoiled KFC chicken: Food safety norms flouted across India, regulators crack whip | India News",,,,2026-08-16,,,"Rat in Blinkit freezer, spoiled KFC chicken: Food safety norms flouted across India, regulators crack whip | India News - Hindustan Times",Pest infestation; Expired food; Spoiled / stale food; Microbial / fungal contamination; Labelling / date-marking; Cross-contamination / segregation; Water / ice safety; Poor hygiene / sanitation; Equipment / premises; Licensing / registration; Storage / packaging,seized; samples collected; inspection; raid,,,News report — corroboration recommended,Hindustan Times,News,https://www.hindustantimes.com/india-news/rat-in-blinkit-freezer-spoiled-kfc-chicken-food-safety-norms-flouted-across-india-regulators-crack-whip-101786859600388.html,"Rat in Blinkit freezer, spoiled KFC chicken: Food safety norms flouted across India, regulators crack whip | India News Thu, Sep 17, 2026 New Delhi 0 o C E-Paper Subscribe Subscribe Enjoy unlimited access Subscribe Now! Get features like Ad lite A Minimal Ad Experience HT Premium Articles Expertly crafted articles Quickreads Segment News brief in summary format HT E-paper Access digital news experience Subscribe Now Edit Profile Subscribe Now Saved Articles Following My Reads Sign out Get App Home HTLS 2025 Astrology India News Lifestyle Entertainment Elections Trending HT Cricket Videos Education Photos Sports Cities Daily Digest Quickreads Opinion Analysis For You Following Science HT Gove",2026-09-25
FS-D3080ADE7E,"Karnataka food safety department issues 12-point advisory to hotels, restaurants amid crackdown",,,,2026-08-12,,,"Karnataka food safety department issues 12-point advisory to hotels, restaurants amid crackdown - Livemint",Pest infestation; Expired food; Microbial / fungal contamination; Labelling / date-marking; Temperature control; Cross-contamination / segregation; Water / ice safety; Poor hygiene / sanitation; Waste / drainage; Equipment / premises; Food-handler hygiene; Storage / packaging,disposed; closure; fine; inspection; raid,,,News report — corroboration recommended,Livemint,Other,https://www.livemint.com/news/india/karnataka-food-safety-department-issues-12-point-advisory-to-hotels-restaurants-amid-crackdown-11786520231876.html,"Karnataka food safety department issues 12-point advisory to hotels, restaurants amid crackdown | Today News Subscribe Sign in View Market Dashboard Home Markets Market News Stock Markets IPO Mint Portfolio US Markets Mark to Market Bonds Commodities Cryptocurrency Market Data Stock Pages Index pages Commodities Gold Price Today Silver Price Today Fuel Petrol price today Diesel price today News India World WSJ Economist US News Trends Mint Portfolio Money Personal Finance Insurance Ask Mint Money Mutual Funds MyMint Latest news NSE IPO Premium e-paper Global Partners WSJ Economist Barron's Mint Specials Mint Explainers Mark to Market Long Story Plain Facts Snapview Sections Companies Technol",2026-09-25
FS-B0DB36DE36,Vande Bharat Food Under Scanner? Karnataka Expands Food Safety Checks To Railway Catering,,,,2026-08-20,,,Vande Bharat Food Under Scanner? Karnataka Expands Food Safety Checks To Railway Catering - curlytales.com,Pest infestation; Expired food; Microbial / fungal contamination; Labelling / date-marking; Water / ice safety; Equipment / premises; Storage / packaging,destroyed; inspection,,,News report — corroboration recommended,curlytales.com,Other,https://curlytales.com/india/trending/vande-bharat-food-under-scanner-karnataka-expands-food-safety-checks-to-railway-catering/,"Vande Bharat Food Under Scanner? Karnataka Expands Food Safety Checks To Railway Catering | Curly Tales Food Discover Plan CT Review Celebrity Interviews Discover In Italy, Cappuccino After 11 AM Is A… 9 hours ago Discover Buy A Coffee & Get One Free This… 1 day ago Discover Badam Ki Jali: The 200-YO Almond Sweet That… 2 days ago Discover Taj Opens Luxury Resort Near Tadoba Tiger Reserve… 3 days ago Plan Where To Celebrate Oktoberfest In Delhi: 10 Spots… 1 day ago Plan From Galho To Akibiye: 5 Authentic Dishes To… 12 days ago Plan Where To Enjoy Ganesh Chaturthi Special Meals In… 14 days ago Plan From Baklava To Apple Pie, 10 Modern Modaks… 14 days ago CT Review At Navi Mumbai’s Manuka Bakeh",2026-09-25
FS-D3313214F0,"40 restaurants, sweet shops shut in Kolkata over safety norms",,,,2026-09-09,,,"40 restaurants, sweet shops shut in Kolkata over safety norms - The Times of India",Pest infestation; Adulteration; Temperature control; Water / ice safety; Poor hygiene / sanitation; Equipment / premises; Food-handler hygiene; Licensing / registration; Storage / packaging,destroyed; inspection; raid,,,News report — corroboration recommended,The Times of India,News,https://timesofindia.indiatimes.com/city/kolkata/40-restaurants-sweet-shops-shut-in-kolkata-over-safety-norms/articleshow/133940528.cms,"40 restaurants, sweet shops shut in Kolkata over safety norms | Kolkata News - The Times of India Edition IN IN US GCC English English à¤¹à¤¿à¤¨à¥à¤¦à¥ à¤®à¤°à¤¾à¤ à¥ à²à²¨à³à²¨à²¡ à®¤à®®à®¿à®´à¯ à¦¬à¦¾à¦à¦²à¦¾ à´®à´²à´¯à´¾à´³à´ à°¤à±à°²à±à°à± àªà«àªàª°àª¾àª¤à« Weather Sign In TOI City kolkata mumbai delhi bengaluru Hyderabad chennai Crime News agra agartala ahmedabad ajmer amaravati amritsar bareilly bhubaneswar bhopal chandigarh chhatrapati sambhajinagar coimbatore cuttack dehradun erode faridabad ghaziabad goa gurgaon guwahati hubballi imphal indore itanagar jaipur jammu jamshedpur jodhpur kanpur kochi kohima kolhapur kozhikode ludhiana lucknow madurai mangaluru meerut mum",2026-09-25
FS-F488504D9A,Andhra Pradesh: Rs 5.65L fine imposed for food safety violations,,,,2026-06-29,,,Andhra Pradesh: Rs 5.65L fine imposed for food safety violations - The New Indian Express,Pest infestation; Expired food; Water / ice safety; Equipment / premises; Licensing / registration,seizure; penalty; fine; inspection,,,News report — corroboration recommended,The New Indian Express,News,https://www.newindianexpress.com/cities/vijayawada/2026/Jun/29/andhra-pradesh-rs-565l-fine-imposed-for-food-safety-violations,"Andhra Pradesh: Rs 5.65L fine imposed for food safety violations Subscribe E-PAPER INDIA WORLD STATES CITIES OPINION EXPLAINER BUSINESS SPORTS GOOD NEWS ENTERTAINMENT VIDEOS LIVE BLOG INDIA WORLD STATES CITIES OPINION EXPLAINER BUSINESS SPORTS GOOD NEWS ENTERTAINMENT VIDEOS LIVE BLOG Vijayawada Andhra Pradesh: Rs 5.65L fine imposed for food safety violations The offences included conducting business without a valid FSSAI licence, selling expired food items and operating establishments under unsafe and unsanitary conditions. Image used for representation only Photo | Express illustrations Express News Service Updated on : 29 Jun 2026, 3:25 am 1 min read Copied VIJAYAWADA: The NTR district adm",2026-09-25
FS-F2E566858F,"Indore man finds worm in momo, food department issues notice to restaurant",,,,2026-08-30,,,"Indore man finds worm in momo, food department issues notice to restaurant - India Today",Pest infestation; Water / ice safety; Poor hygiene / sanitation; Equipment / premises; Storage / packaging,closed; inspection,,,News report — corroboration recommended,India Today,Other,https://www.indiatoday.in/cities/indore/story/indore-momo-worm-complaint-food-department-issues-notice-to-v-r-one-restaurant-2983168-2026-08-30,Indore momo worm complaint: Food department issues notice to V-R-One restaurant - Indore News | India Today India Today Aaj Tak India Today Hindi NewsTak GNTTV Lallantop Business Today Bangla Malayalam Northeast BT Bazaar Harper's Bazaar Sports Tak Astro Tak Gaming Brides Today Cosmopolitan Kisan Tak Reader’s Digest India Today Aaj Tak India Today Hindi NewsTak GNTTV Lallantop Business Today Bangla Malayalam Northeast Magazine Live TV Search SEARCH SIGN IN Edition IN IN US Home TV Live TV Primetime Magazine Latest Edition Insight Best Colleges India Today Hindi Jobs India Business All Business News Share Market IPO Personal Finance Companies Life+Style Puzzles South Global Sports All Sports,2026-09-25
FS-40D5364F5B,"Bengaluru hotels raided: 132 kg rotten food, fungus-infected meat, expired curd seized in Karnataka's food safety drive",,,,2026-08-10,,,"Bengaluru hotels raided: 132 kg rotten food, fungus-infected meat, expired curd seized in Karnataka's food safety drive - Livemint",Pest infestation; Expired food; Spoiled / stale food; Microbial / fungal contamination; Labelling / date-marking; Water / ice safety; Equipment / premises; Storage / packaging,seized; seizure; destroyed; disposed; inspection; raided; raid,,,News report — corroboration recommended,Livemint,Other,https://www.livemint.com/news/india/bengaluru-hotels-raided-132-kg-rotten-food-fungus-infected-meat-expired-curd-seized-in-karnatakas-food-safety-drive-11786331852127.html,"Bengaluru hotels raided: 132 kg rotten food, fungus-infected meat, expired curd seized in Karnataka's food safety drive | Today News Subscribe Sign in View Market Dashboard Home Markets Market News Stock Markets IPO Mint Portfolio US Markets Mark to Market Bonds Commodities Cryptocurrency Market Data Stock Pages Index pages Commodities Gold Price Today Silver Price Today Fuel Petrol price today Diesel price today News India World WSJ Economist US News Trends Mint Portfolio Money Personal Finance Insurance Ask Mint Money Mutual Funds MyMint Latest news NSE IPO Premium e-paper Global Partners WSJ Economist Barron's Mint Specials Mint Explainers Mark to Market Long Story Plain Facts Snapview Se",2026-09-25
FS-0D67249834,FSSAI licence suspended for Chhatrapati Sambhajinagar restaurant after major violations discovered,,,,2026-08-22,,,FSSAI licence suspended for Chhatrapati Sambhajinagar restaurant after major violations discovered - The Economic Times,Pest infestation; Spoiled / stale food; Microbial / fungal contamination; Labelling / date-marking; Temperature control; Water / ice safety; Poor hygiene / sanitation; Equipment / premises; Licensing / registration; Storage / packaging,licence suspended; penalty; inspection,,,News report — corroboration recommended,The Economic Times,Other,https://economictimes.indiatimes.com/news/india/fssai-licence-suspended-for-chhatrapati-sambhajinagar-restaurant-after-major-violations-discovered/articleshow/133417199.cms?from=mdr,"FSSAI licence suspended for Chhatrapati Sambhajinagar restaurant after major violations discovered - The Economic Times Benchmarks Nifty 24,252.00 20.16 FEATURED FUNDS ★★★ ★★ Motilal Oswal Midcap Fund Direct-Growth 5Y Return 24.08 % Invest Now Enter search text: News English Edition English Edition हिन्दी ગુજરાતી मराठी বাংলা ಕನ್ನಡ മലയാളം தமிழ் తెలుగు | Today's ePaper My Watchlist Subscribe Sign In Home ETPrime Markets Market Data Masterclass News Industry SME Politics Wealth MF Tech AI Careers Opinion NRI Panache More Menu India Economy Economy Dashboard Agriculture Finance Foreign Trade Indicators Infrastructure Policy Politics Newsblogs Elections Assembly Elections Sports Cricket Football",2026-09-25
FS-E986BF65C3,Before the FDA walks in: How restaurants audit kitchens and food safety,,,,2026-08-29,,,Before the FDA walks in: How restaurants audit kitchens and food safety - Business Standard,Pest infestation; Expired food; Labelling / date-marking; Temperature control; Cross-contamination / segregation; Water / ice safety; Poor hygiene / sanitation; Waste / drainage; Equipment / premises; Licensing / registration; Storage / packaging,licence suspended; closed; inspection; raid,,,News report — corroboration recommended,Business Standard,Other,https://www.business-standard.com/industry/news/maharashtra-fda-inspection-restaurants-audit-kitchens-food-safety-fssai-126082900302_1.html,"Before the FDA walks in: How restaurants audit kitchens and food safety | Industry News - Business Standard Friday, September 25, 2026 | 02:41 PM IST हिंदी में पढें Home Industry Auto Banking Aviation SME Agriculture Home / Industry / News / Before the FDA walks in: How restaurants audit kitchens and food safety Before the FDA walks in: How restaurants audit kitchens and food safety Maharashtra FDA's crackdown has exposed lapses in storage, pest control, hygiene; but in a professionally run kitchen, what systems are supposed to catch these problems before the regulator does? Food safety in a restaurant extends beyond a clean kitchen, covering supplier checks, storage, temperature control, pe",2026-09-25
FS-AB1949D507,"FSSAI licence suspended, Zayaka Food Court in Kondapur ordered to shut as inspections uncover hygiene violations",,,,2026-06-25,,,"FSSAI licence suspended, Zayaka Food Court in Kondapur ordered to shut as inspections uncover hygiene violations - The Hindu",Pest infestation; Expired food; Spoiled / stale food; Adulteration; Cross-contamination / segregation; Water / ice safety; Poor hygiene / sanitation; Equipment / premises; Food-handler hygiene; Licensing / registration; Storage / packaging; Corrective action completed,licence suspended; closed; inspection,,,News report — corroboration recommended,The Hindu,News,https://www.thehindu.com/news/cities/Hyderabad/fssai-licence-suspended-outlet-in-madhapur-ordered-to-shut-as-inspections-uncover-hygiene-violations/article71145011.ece,"FSSAI licence suspended, Zayaka Food Court in Kondapur ordered to shut as inspections uncover hygiene violations - The Hindu You are logged in Loading... LOGOUT You don’t have any Active Subscription. Subscribe now Subscribed with another email? Logout and Login with that one. Your active subscription(s) Account subscription benefits alongside Premium Stories, Editorials, Opinions and more. Unlock these with Subscription Products you've access to Additional Subscription Benefits eBooks Webinars Newsletters Games Monthly Digest Account Settings Go to My Account Bookmarks Manage Subscriptions Need help with your subscription? customersupport@thehindu.co.in 1800 102 1878 Weather News September",2026-09-25
FS-209DB0216C,"Maharashtra FDA suspends licenses of Radio Club, McDonald's outlet in south Mumbai",,,,2026-08-21,,,"Maharashtra FDA suspends licenses of Radio Club, McDonald's outlet in south Mumbai - The New Indian Express",Pest infestation; Temperature control; Cross-contamination / segregation; Water / ice safety; Poor hygiene / sanitation; Waste / drainage; Equipment / premises; Food-handler hygiene; Licensing / registration; Storage / packaging; Corrective action completed,licence suspended; inspection; raid,,,News report — corroboration recommended,The New Indian Express,News,https://www.newindianexpress.com/states/maharashtra/2026/Aug/21/maharashtra-fda-suspends-licenses-of-radio-club-mcdonalds-outlet-in-south-mumbai,"Maharashtra FDA suspends licenses of Radio Club, McDonald's outlet in south Mumbai Subscribe E-PAPER INDIA WORLD STATES CITIES OPINION EXPLAINER BUSINESS SPORTS GOOD NEWS ENTERTAINMENT VIDEOS LIVE BLOG INDIA WORLD STATES CITIES OPINION EXPLAINER BUSINESS SPORTS GOOD NEWS ENTERTAINMENT VIDEOS LIVE BLOG Maharashtra Maharashtra FDA suspends licenses of Radio Club, McDonald's outlet in south Mumbai In a recent special drive, FDA inspected 89 hotels, restaurants and dhabas across the state and issued improvement notices to 71 establishments and suspended licences of 13 food establishments. Hardcastle Restaurants Pvt Ltd's McDonald's Family Restaurant kiosk at Metro House in Colaba also faced imme",2026-09-25
FS-6C2AF1655E,Cockroach infestation to expired food: Why FDA suspended licences of 5 Mumbai clubs,,,,2026-07-28,,,Cockroach infestation to expired food: Why FDA suspended licences of 5 Mumbai clubs - CNBC TV18,Pest infestation; Expired food; Microbial / fungal contamination; Labelling / date-marking; Temperature control; Cross-contamination / segregation; Water / ice safety; Poor hygiene / sanitation; Waste / drainage; Equipment / premises; Food-handler hygiene; Licensing / registration; Storage / packaging,seized; seizure; notice issued; licence suspended; fine; inspection; raid,,,News report — corroboration recommended,CNBC TV18,Other,https://www.cnbctv18.com/india/cockroach-infestation-to-expired-food-why-fda-suspended-licences-of-5-mumbai-clubs-19956029.htm,Cockroach infestation to expired food: Why FDA suspended licences of 5 Mumbai clubs - CNBC TV18 Join Us Log in / Sign up Language English हिन्दी Latest news Live Updates CNBC-TV18 Prime Markets Markets Data Stocks IPOs Business Personal Finance Impact Shorts Economy India World Upcoming Events Engage with CNBC-TV18 Photos Videos Minis Web Stories Polls Quiz Healthcare Politics Travel Education & Careers Sports Views Auto Entertainment Technology Startups Lifestyle Retail Real Estate Minis Special Coverage India Business Leader Awards Branded Content HealthX Elevate India Retirement Insights Summit The Growth Summit Ceo awards Accelerate Your Cloud Journey Accelerating to a Connected Future F,2026-09-25
